a,b,pearson,spearman,agreement,near_clone
neural.lstm,pine.vix_fix,0.20044181528865732,0.2004418152886569,0.5473684210526316,False
neural.vanilla_rnn,technical.rsi,-0.20027478492458406,-0.2002747849245841,0.38596491228070173,False
pine.wavetrend,technical.rsi,-0.19955863517522887,-0.19955863517522854,0.38145363408521304,False
pine.squeeze,rule.moving_average_crossover,0.19889102019666263,0.1988910201966627,0.6105263157894737,False
pine.leledc,technical.bollinger,0.19638680076363024,0.1963868007636303,0.6105263157894737,False
neural.gru,pine.vix_fix,0.19478323554736487,0.19478323554736457,0.5944862155388471,False
neural.gru,technical.bollinger,0.19287299898457932,0.19287299898457927,0.5979949874686716,False
pine.vix_fix,rule.signal_rolling,0.19022729730997492,0.19022729730997562,0.5949874686716792,False
pine.mavilim,technical.donchian,0.1893065522854655,0.18922812296970368,0.6045112781954888,False
pine.supertrend,pine.wavetrend,-0.18907478561025828,-0.189074785610258,0.39598997493734334,False
neural.lstm,pine.squeeze,-0.18896386587339375,-0.18896386587339348,0.42506265664160403,False
pine.wavetrend,technical.structure,-0.18708368272027384,-0.18762255906503678,0.34035087719298246,False
neural.gru,technical.donchian,-0.1781560780741546,-0.1780689870885309,0.40902255639097745,False
neural.vanilla_rnn,pine.squeeze,-0.17241644079691823,-0.1724164407969182,0.3969924812030075,False
pine.wavetrend,technical.roc,-0.17179782108847966,-0.17227064026855937,0.387468671679198,False
pine.mavilim,pine.vix_fix,0.17148227640262445,0.17148227640262495,0.5408521303258146,False
neural.vanilla_rnn,technical.donchian,-0.16856217248706523,-0.168665494954175,0.4005012531328321,False
neural.lstm,technical.trend_slope,-0.16820585091145251,-0.16820585091145232,0.4345864661654135,False
neural.vanilla_rnn,pine.supertrend,-0.1672922042416075,-0.16729220424160723,0.40852130325814534,False
neural.gru,neural.lstm,0.16462724863449665,0.1646272486344963,0.5779448621553884,False
neural.lstm,pine.mavilim,-0.16364338476786655,-0.16364338476786655,0.4330827067669173,False
technical.macd,technical.trend_slope,-0.15993699339038914,-0.15993699339038905,0.4270676691729323,False
pine.hl_ott,rule.signal_rolling,-0.1586463993635295,-0.15864639936352987,0.4180451127819549,False
neural.gru,pine.mavilim,0.15391817593449164,0.15391817593449147,0.5734335839598997,False
pine.vix_fix,rule.turtle,0.15200813399909,0.15200813399909024,0.6075187969924812,False
neural.gru,technical.rsi,-0.15017626325526973,-0.15017626325526945,0.4230576441102757,False
neural.vanilla_rnn,technical.bollinger,0.14538480043185772,0.14538480043185784,0.58796992481203,False
pine.leledc,technical.macd,0.141366410170247,0.1413664101702473,0.5639097744360902,False
pine.mavilim,technical.bollinger,-0.13853799454470792,-0.13853799454470775,0.42005012531328323,False
neural.vanilla_rnn,pine.hl_ott,-0.13741188959512646,-0.13741188959512676,0.41654135338345866,False
pine.leledc,rule.moving_average_crossover,-0.13679668199344472,-0.13679668199344494,0.42005012531328323,False
neural.vanilla_rnn,technical.roc,-0.1351944036500232,-0.135614036689265,0.4120300751879699,False
rule.moving_average_crossover,technical.trend_slope,0.13242082739732008,0.13242082739732053,0.5779448621553884,False
neural.gru,rule.moving_average_crossover,-0.13111417248727045,-0.13111417248727028,0.43258145363408523,False
neural.gru,pine.hl_ott,-0.13089814630283444,-0.13089814630283453,0.43258145363408523,False
