candidate,horizon,symbol,cutoff_at,matured_at,call,directional_correct,realised_return
ht2.vwap_reversion,1d,BTC-USD,2023-05-08 00:00:00+00:00,2023-05-09 00:00:00+00:00,1.0,0.0,-0.0012817829272578907
ht2.vwap_reversion,1w,BTC-USD,2023-05-08 00:00:00+00:00,2023-05-13 00:00:00+00:00,1.0,0.0,-0.03286583107349306
ht2.vwap_reversion,5w,BTC-USD,2023-05-08 00:00:00+00:00,2023-06-02 00:00:00+00:00,1.0,0.0,-0.016056878861745782
ht2.vwap_reversion,1d,BTC-USD,2023-06-13 00:00:00+00:00,2023-06-14 00:00:00+00:00,0.0,,-0.030636253390914137
ht2.vwap_reversion,1w,BTC-USD,2023-06-13 00:00:00+00:00,2023-06-18 00:00:00+00:00,0.0,,0.016107440407361118
ht2.vwap_reversion,5w,BTC-USD,2023-06-13 00:00:00+00:00,2023-07-08 00:00:00+00:00,0.0,,0.16875104414799003
ht2.vwap_reversion,1d,BTC-USD,2023-07-20 00:00:00+00:00,2023-07-21 00:00:00+00:00,0.0,,0.0039181140710413676
ht2.vwap_reversion,1w,BTC-USD,2023-07-20 00:00:00+00:00,2023-07-25 00:00:00+00:00,0.0,,-0.018952225559595748
ht2.vwap_reversion,5w,BTC-USD,2023-07-20 00:00:00+00:00,2023-08-14 00:00:00+00:00,0.0,,-0.012875002163436178
ht2.vwap_reversion,1d,BTC-USD,2023-08-24 00:00:00+00:00,2023-08-25 00:00:00+00:00,0.0,,-0.004384352975912553
ht2.vwap_reversion,1w,BTC-USD,2023-08-24 00:00:00+00:00,2023-08-29 00:00:00+00:00,0.0,,0.05981947923630493
ht2.vwap_reversion,5w,BTC-USD,2023-08-24 00:00:00+00:00,2023-09-18 00:00:00+00:00,0.0,,0.022624408040680333
ht2.vwap_reversion,1d,BTC-USD,2023-09-29 00:00:00+00:00,2023-09-30 00:00:00+00:00,0.0,,0.0020881352448591795
ht2.vwap_reversion,1w,BTC-USD,2023-09-29 00:00:00+00:00,2023-10-04 00:00:00+00:00,0.0,,0.03298465519605087
ht2.vwap_reversion,5w,BTC-USD,2023-09-29 00:00:00+00:00,2023-10-24 00:00:00+00:00,0.0,,0.25973094465911806
ht2.vwap_reversion,1d,BTC-USD,2023-11-03 00:00:00+00:00,2023-11-04 00:00:00+00:00,0.0,,0.010073356782761111
ht2.vwap_reversion,1w,BTC-USD,2023-11-03 00:00:00+00:00,2023-11-08 00:00:00+00:00,0.0,,0.026573318825054315
ht2.vwap_reversion,5w,BTC-USD,2023-11-03 00:00:00+00:00,2023-11-28 00:00:00+00:00,0.0,,0.08921838052741538
ht2.vwap_reversion,1d,BTC-USD,2023-12-11 00:00:00+00:00,2023-12-12 00:00:00+00:00,0.0,,0.005004157345118276
ht2.vwap_reversion,1w,BTC-USD,2023-12-11 00:00:00+00:00,2023-12-16 00:00:00+00:00,0.0,,0.024155979383659654
ht2.vwap_reversion,5w,BTC-USD,2023-12-11 00:00:00+00:00,2024-01-05 00:00:00+00:00,0.0,,0.07077080938522906
ht2.vwap_reversion,1d,BTC-USD,2024-01-18 00:00:00+00:00,2024-01-19 00:00:00+00:00,0.0,,0.00863620644230223
ht2.vwap_reversion,1w,BTC-USD,2024-01-18 00:00:00+00:00,2024-01-23 00:00:00+00:00,0.0,,-0.03432954779223152
ht2.vwap_reversion,5w,BTC-USD,2024-01-18 00:00:00+00:00,2024-02-12 00:00:00+00:00,0.0,,0.21075448872095826
ht2.vwap_reversion,1d,BTC-USD,2024-02-23 00:00:00+00:00,2024-02-24 00:00:00+00:00,1.0,1.0,0.016540904827679226
ht2.vwap_reversion,1w,BTC-USD,2024-02-23 00:00:00+00:00,2024-02-28 00:00:00+00:00,1.0,1.0,0.23205967886207057
ht2.vwap_reversion,5w,BTC-USD,2024-02-23 00:00:00+00:00,2024-03-19 00:00:00+00:00,1.0,1.0,0.22039019574311336
ht2.vwap_reversion,1d,BTC-USD,2024-04-01 00:00:00+00:00,2024-04-02 00:00:00+00:00,0.0,,-0.061047985989492126
ht2.vwap_reversion,1w,BTC-USD,2024-04-01 00:00:00+00:00,2024-04-06 00:00:00+00:00,0.0,,-0.011564049036777546
ht2.vwap_reversion,5w,BTC-USD,2024-04-01 00:00:00+00:00,2024-04-26 00:00:00+00:00,0.0,,-0.0853177162872154
ht2.vwap_reversion,1d,BTC-USD,2024-05-06 00:00:00+00:00,2024-05-07 00:00:00+00:00,0.0,,-0.01309542885757653
ht2.vwap_reversion,1w,BTC-USD,2024-05-06 00:00:00+00:00,2024-05-11 00:00:00+00:00,0.0,,-0.03749469911145453
ht2.vwap_reversion,5w,BTC-USD,2024-05-06 00:00:00+00:00,2024-05-31 00:00:00+00:00,0.0,,0.06854545968421077
ht2.vwap_reversion,1d,BTC-USD,2024-06-11 00:00:00+00:00,2024-06-12 00:00:00+00:00,0.0,,0.013502581655740586
ht2.vwap_reversion,1w,BTC-USD,2024-06-11 00:00:00+00:00,2024-06-16 00:00:00+00:00,0.0,,-0.010292046179729675
ht2.vwap_reversion,5w,BTC-USD,2024-06-11 00:00:00+00:00,2024-07-06 00:00:00+00:00,0.0,,-0.13408911063410112
ht2.vwap_reversion,1d,BTC-USD,2024-07-18 00:00:00+00:00,2024-07-19 00:00:00+00:00,0.0,,0.042768734230136385
ht2.vwap_reversion,1w,BTC-USD,2024-07-18 00:00:00+00:00,2024-07-23 00:00:00+00:00,0.0,,0.03053745960658749
ht2.vwap_reversion,5w,BTC-USD,2024-07-18 00:00:00+00:00,2024-08-12 00:00:00+00:00,0.0,,-0.07220974123975166
ht2.vwap_reversion,1d,BTC-USD,2024-08-22 00:00:00+00:00,2024-08-23 00:00:00+00:00,0.0,,0.061482671821355916
ht2.vwap_reversion,1w,BTC-USD,2024-08-22 00:00:00+00:00,2024-08-27 00:00:00+00:00,0.0,,-0.014537155100638688
ht2.vwap_reversion,5w,BTC-USD,2024-08-22 00:00:00+00:00,2024-09-16 00:00:00+00:00,0.0,,-0.03625930519085219
ht2.vwap_reversion,1d,BTC-USD,2024-09-27 00:00:00+00:00,2024-09-28 00:00:00+00:00,-1.0,0.0,0.0014741358273548943
ht2.vwap_reversion,1w,BTC-USD,2024-09-27 00:00:00+00:00,2024-10-02 00:00:00+00:00,-1.0,1.0,-0.07839834085502018
ht2.vwap_reversion,5w,BTC-USD,2024-09-27 00:00:00+00:00,2024-10-22 00:00:00+00:00,-1.0,0.0,0.023874849264446052
ht2.vwap_reversion,1d,BTC-USD,2024-11-01 00:00:00+00:00,2024-11-02 00:00:00+00:00,0.0,,-0.0027804900426771084
ht2.vwap_reversion,1w,BTC-USD,2024-11-01 00:00:00+00:00,2024-11-06 00:00:00+00:00,0.0,,0.08860665842417981
ht2.vwap_reversion,5w,BTC-USD,2024-11-01 00:00:00+00:00,2024-11-26 00:00:00+00:00,0.0,,0.3238637309141379
ht2.vwap_reversion,1d,BTC-USD,2024-12-09 00:00:00+00:00,2024-12-10 00:00:00+00:00,0.0,,-0.007772430783165474
ht2.vwap_reversion,1w,BTC-USD,2024-12-09 00:00:00+00:00,2024-12-14 00:00:00+00:00,0.0,,0.04044072720694758
ht2.vwap_reversion,5w,BTC-USD,2024-12-09 00:00:00+00:00,2025-01-03 00:00:00+00:00,0.0,,0.006924890798041039
ht2.vwap_reversion,1d,BTC-USD,2025-01-16 00:00:00+00:00,2025-01-17 00:00:00+00:00,0.0,,0.04716598568833419
ht2.vwap_reversion,1w,BTC-USD,2025-01-16 00:00:00+00:00,2025-01-21 00:00:00+00:00,0.0,,0.06404929357961109
ht2.vwap_reversion,5w,BTC-USD,2025-01-16 00:00:00+00:00,2025-02-10 00:00:00+00:00,0.0,,-0.023250035006974756
ht2.vwap_reversion,1d,BTC-USD,2025-02-24 00:00:00+00:00,2025-02-25 00:00:00+00:00,1.0,0.0,-0.029337712021491935
ht2.vwap_reversion,1w,BTC-USD,2025-02-24 00:00:00+00:00,2025-03-01 00:00:00+00:00,1.0,0.0,-0.05891889656101268
ht2.vwap_reversion,5w,BTC-USD,2025-02-24 00:00:00+00:00,2025-03-21 00:00:00+00:00,1.0,0.0,-0.08067246955653473
ht2.vwap_reversion,1d,BTC-USD,2025-03-31 00:00:00+00:00,2025-04-01 00:00:00+00:00,0.0,,0.0317418810684309
ht2.vwap_reversion,1w,BTC-USD,2025-03-31 00:00:00+00:00,2025-04-05 00:00:00+00:00,0.0,,0.011579592819068063
ht2.vwap_reversion,5w,BTC-USD,2025-03-31 00:00:00+00:00,2025-04-25 00:00:00+00:00,0.0,,0.14744695403605879
ht2.vwap_reversion,1d,BTC-USD,2025-05-06 00:00:00+00:00,2025-05-07 00:00:00+00:00,0.0,,0.0023743581586117557
ht2.vwap_reversion,1w,BTC-USD,2025-05-06 00:00:00+00:00,2025-05-11 00:00:00+00:00,0.0,,0.07545140446674714
ht2.vwap_reversion,5w,BTC-USD,2025-05-06 00:00:00+00:00,2025-05-31 00:00:00+00:00,0.0,,0.08094438764116707
ht2.vwap_reversion,1d,BTC-USD,2025-06-11 00:00:00+00:00,2025-06-12 00:00:00+00:00,0.0,,-0.025371753999169577
ht2.vwap_reversion,1w,BTC-USD,2025-06-11 00:00:00+00:00,2025-06-16 00:00:00+00:00,0.0,,-0.017388222216855098
ht2.vwap_reversion,5w,BTC-USD,2025-06-11 00:00:00+00:00,2025-07-06 00:00:00+00:00,0.0,,0.005018513662559565
ht2.vwap_reversion,1d,BTC-USD,2025-07-18 00:00:00+00:00,2025-07-19 00:00:00+00:00,0.0,,-0.0005360022928398989
ht2.vwap_reversion,1w,BTC-USD,2025-07-18 00:00:00+00:00,2025-07-23 00:00:00+00:00,0.0,,0.006370456104451083
ht2.vwap_reversion,5w,BTC-USD,2025-07-18 00:00:00+00:00,2025-08-12 00:00:00+00:00,0.0,,0.018386613236807126
ht2.vwap_reversion,1d,BTC-USD,2025-08-22 00:00:00+00:00,2025-08-23 00:00:00+00:00,0.0,,-0.012832252765613172
ht2.vwap_reversion,1w,BTC-USD,2025-08-22 00:00:00+00:00,2025-08-27 00:00:00+00:00,0.0,,-0.0483599370396145
ht2.vwap_reversion,5w,BTC-USD,2025-08-22 00:00:00+00:00,2025-09-16 00:00:00+00:00,0.0,,-0.0002643737253827938
ht2.vwap_reversion,1d,BTC-USD,2025-09-29 00:00:00+00:00,2025-09-30 00:00:00+00:00,0.0,,-0.003009577997342028
ht2.vwap_reversion,1w,BTC-USD,2025-09-29 00:00:00+00:00,2025-10-04 00:00:00+00:00,0.0,,0.07014877640884198
ht2.vwap_reversion,5w,BTC-USD,2025-09-29 00:00:00+00:00,2025-10-24 00:00:00+00:00,0.0,,-0.029427007626517843
ht2.vwap_reversion,1d,BTC-USD,2025-11-03 00:00:00+00:00,2025-11-04 00:00:00+00:00,0.0,,-0.046523840630681046
ht2.vwap_reversion,1w,BTC-USD,2025-11-03 00:00:00+00:00,2025-11-08 00:00:00+00:00,0.0,,-0.04003289905186824
ht2.vwap_reversion,5w,BTC-USD,2025-11-03 00:00:00+00:00,2025-11-28 00:00:00+00:00,0.0,,-0.1466787524317017
ht2.vwap_reversion,1d,BTC-USD,2025-12-09 00:00:00+00:00,2025-12-10 00:00:00+00:00,0.0,,-0.007236522211271801
ht2.vwap_reversion,1w,BTC-USD,2025-12-09 00:00:00+00:00,2025-12-14 00:00:00+00:00,0.0,,-0.04872637697933313
ht2.vwap_reversion,5w,BTC-USD,2025-12-09 00:00:00+00:00,2026-01-03 00:00:00+00:00,0.0,,-0.022531933183413178
ht2.vwap_reversion,1d,BTC-USD,2026-01-15 00:00:00+00:00,2026-01-16 00:00:00+00:00,0.0,,-0.00027284132392391136
ht2.vwap_reversion,1w,BTC-USD,2026-01-15 00:00:00+00:00,2026-01-20 00:00:00+00:00,0.0,,-0.07577384896446215
ht2.vwap_reversion,5w,BTC-USD,2026-01-15 00:00:00+00:00,2026-02-09 00:00:00+00:00,0.0,,-0.26614432447529757
ht2.vwap_reversion,1d,BTC-USD,2026-02-23 00:00:00+00:00,2026-02-24 00:00:00+00:00,1.0,0.0,-0.008305824880296298
ht2.vwap_reversion,1w,BTC-USD,2026-02-23 00:00:00+00:00,2026-02-28 00:00:00+00:00,1.0,1.0,0.03681895987065564
ht2.vwap_reversion,5w,BTC-USD,2026-02-23 00:00:00+00:00,2026-03-20 00:00:00+00:00,1.0,1.0,0.0913981084985176
ht2.vwap_reversion,1d,BTC-USD,2026-03-30 00:00:00+00:00,2026-03-31 00:00:00+00:00,0.0,,0.02311941479563351
ht2.vwap_reversion,1w,BTC-USD,2026-03-30 00:00:00+00:00,2026-04-04 00:00:00+00:00,0.0,,0.008982715994426238
ht2.vwap_reversion,5w,BTC-USD,2026-03-30 00:00:00+00:00,2026-04-24 00:00:00+00:00,0.0,,0.16139801944706877
ht2.vwap_reversion,1d,BTC-USD,2026-05-05 00:00:00+00:00,2026-05-06 00:00:00+00:00,0.0,,0.006184292316489204
ht2.vwap_reversion,1w,BTC-USD,2026-05-05 00:00:00+00:00,2026-05-10 00:00:00+00:00,0.0,,0.014974905545242612
ht2.vwap_reversion,5w,BTC-USD,2026-05-05 00:00:00+00:00,2026-05-30 00:00:00+00:00,0.0,,-0.08862572322316109
ht2.vwap_reversion,1d,BTC-USD,2026-06-10 00:00:00+00:00,2026-06-11 00:00:00+00:00,0.0,,0.0343659895373587
ht2.vwap_reversion,1w,BTC-USD,2026-06-10 00:00:00+00:00,2026-06-15 00:00:00+00:00,0.0,,0.07876756609139979
ht2.vwap_reversion,5w,BTC-USD,2026-06-10 00:00:00+00:00,2026-07-05 00:00:00+00:00,0.0,,0.03415163595896975
ht2.vwap_reversion,1d,BTC-USD,2026-07-17 00:00:00+00:00,2026-07-18 00:00:00+00:00,0.0,,0.014039877830542169
ht2.vwap_reversion,1w,BTC-USD,2026-07-17 00:00:00+00:00,2026-07-22 00:00:00+00:00,0.0,,0.034449992303583254
ht2.vwap_reversion,5w,BTC-USD,2026-07-17 00:00:00+00:00,2026-08-11 00:00:00+00:00,0.0,,-0.005439575426778198
ht2.vwap_reversion,1d,EOSE,2022-11-04 00:00:00+00:00,2022-11-07 00:00:00+00:00,0.0,,0.0653594939292863
ht2.vwap_reversion,1w,EOSE,2022-11-04 00:00:00+00:00,2022-11-11 00:00:00+00:00,0.0,,-0.21568622867770404
ht2.vwap_reversion,5w,EOSE,2022-11-04 00:00:00+00:00,2022-12-12 00:00:00+00:00,0.0,,-0.36601304134069146
ht2.vwap_reversion,1d,EOSE,2022-12-12 00:00:00+00:00,2022-12-13 00:00:00+00:00,1.0,1.0,0.020618536429497514
ht2.vwap_reversion,1w,EOSE,2022-12-12 00:00:00+00:00,2022-12-19 00:00:00+00:00,1.0,1.0,0.11340207325840757
ht2.vwap_reversion,5w,EOSE,2022-12-12 00:00:00+00:00,2023-01-19 00:00:00+00:00,1.0,1.0,0.40206182906371546
ht2.vwap_reversion,1d,EOSE,2023-01-19 00:00:00+00:00,2023-01-20 00:00:00+00:00,0.0,,0.11764703304297397
ht2.vwap_reversion,1w,EOSE,2023-01-19 00:00:00+00:00,2023-01-26 00:00:00+00:00,0.0,,-0.06617649443524909
ht2.vwap_reversion,5w,EOSE,2023-01-19 00:00:00+00:00,2023-02-24 00:00:00+00:00,0.0,,0.5147058243466915
ht2.vwap_reversion,1d,EOSE,2023-02-24 00:00:00+00:00,2023-02-27 00:00:00+00:00,0.0,,0.10679613335978311
ht2.vwap_reversion,1w,EOSE,2023-02-24 00:00:00+00:00,2023-03-03 00:00:00+00:00,0.0,,-0.09708734661641205
ht2.vwap_reversion,5w,EOSE,2023-02-24 00:00:00+00:00,2023-03-31 00:00:00+00:00,0.0,,0.24757281778130436
ht2.vwap_reversion,1d,EOSE,2023-03-31 00:00:00+00:00,2023-04-03 00:00:00+00:00,0.0,,0.07392998527463734
ht2.vwap_reversion,1w,EOSE,2023-03-31 00:00:00+00:00,2023-04-10 00:00:00+00:00,0.0,,0.19844358121042616
ht2.vwap_reversion,5w,EOSE,2023-03-31 00:00:00+00:00,2023-05-08 00:00:00+00:00,0.0,,-0.252918285230451
ht2.vwap_reversion,1d,EOSE,2023-05-08 00:00:00+00:00,2023-05-09 00:00:00+00:00,0.0,,-0.06250000388051091
ht2.vwap_reversion,1w,EOSE,2023-05-08 00:00:00+00:00,2023-05-15 00:00:00+00:00,0.0,,0.20312499708961673
ht2.vwap_reversion,5w,EOSE,2023-05-08 00:00:00+00:00,2023-06-13 00:00:00+00:00,0.0,,0.6666667287548396
ht2.vwap_reversion,1d,EOSE,2023-06-13 00:00:00+00:00,2023-06-14 00:00:00+00:00,0.0,,-0.015624984866008274
ht2.vwap_reversion,1w,EOSE,2023-06-13 00:00:00+00:00,2023-06-21 00:00:00+00:00,0.0,,0.09687498067505684
ht2.vwap_reversion,5w,EOSE,2023-06-13 00:00:00+00:00,2023-07-20 00:00:00+00:00,0.0,,-0.012499987892806708
ht2.vwap_reversion,1d,EOSE,2023-07-20 00:00:00+00:00,2023-07-21 00:00:00+00:00,0.0,,-0.003164553858114094
ht2.vwap_reversion,1w,EOSE,2023-07-20 00:00:00+00:00,2023-07-27 00:00:00+00:00,0.0,,-0.16139239766165692
ht2.vwap_reversion,5w,EOSE,2023-07-20 00:00:00+00:00,2023-08-24 00:00:00+00:00,0.0,,-0.022151952455715107
ht2.vwap_reversion,1d,EOSE,2023-08-24 00:00:00+00:00,2023-08-25 00:00:00+00:00,0.0,,0.13592235856318924
ht2.vwap_reversion,1w,EOSE,2023-08-24 00:00:00+00:00,2023-08-31 00:00:00+00:00,0.0,,0.051779964490290764
ht2.vwap_reversion,5w,EOSE,2023-08-24 00:00:00+00:00,2023-09-29 00:00:00+00:00,0.0,,-0.30420706955086785
ht2.vwap_reversion,1d,EOSE,2023-09-29 00:00:00+00:00,2023-10-02 00:00:00+00:00,0.0,,0.03255810704084361
ht2.vwap_reversion,1w,EOSE,2023-09-29 00:00:00+00:00,2023-10-06 00:00:00+00:00,0.0,,-0.037209376081893786
ht2.vwap_reversion,5w,EOSE,2023-09-29 00:00:00+00:00,2023-11-03 00:00:00+00:00,0.0,,-0.08372095756881404
ht2.vwap_reversion,1d,EOSE,2023-11-03 00:00:00+00:00,2023-11-06 00:00:00+00:00,-1.0,1.0,-0.09137059093556776
ht2.vwap_reversion,1w,EOSE,2023-11-03 00:00:00+00:00,2023-11-10 00:00:00+00:00,-1.0,1.0,-0.3502538310657951
ht2.vwap_reversion,5w,EOSE,2023-11-03 00:00:00+00:00,2023-12-11 00:00:00+00:00,-1.0,1.0,-0.3908629288039773
ht2.vwap_reversion,1d,EOSE,2023-12-11 00:00:00+00:00,2023-12-12 00:00:00+00:00,0.0,,-0.06666669978035689
ht2.vwap_reversion,1w,EOSE,2023-12-11 00:00:00+00:00,2023-12-18 00:00:00+00:00,0.0,,-0.06666669978035689
ht2.vwap_reversion,5w,EOSE,2023-12-11 00:00:00+00:00,2024-01-18 00:00:00+00:00,0.0,,-0.2600000198682141
ht2.vwap_reversion,1d,EOSE,2024-01-18 00:00:00+00:00,2024-01-19 00:00:00+00:00,0.0,,0.0382882647047611
ht2.vwap_reversion,1w,EOSE,2024-01-18 00:00:00+00:00,2024-01-25 00:00:00+00:00,0.0,,0.21621624887033097
ht2.vwap_reversion,5w,EOSE,2024-01-18 00:00:00+00:00,2024-02-23 00:00:00+00:00,0.0,,0.05855854223150114
ht2.vwap_reversion,1d,EOSE,2024-02-23 00:00:00+00:00,2024-02-26 00:00:00+00:00,0.0,,0.0393617027347688
ht2.vwap_reversion,1w,EOSE,2024-02-23 00:00:00+00:00,2024-03-01 00:00:00+00:00,0.0,,0.08510636544000949
ht2.vwap_reversion,5w,EOSE,2024-02-23 00:00:00+00:00,2024-04-01 00:00:00+00:00,0.0,,0.0574468299618347
ht2.vwap_reversion,1d,EOSE,2024-04-01 00:00:00+00:00,2024-04-02 00:00:00+00:00,0.0,,-0.008048305905902664
ht2.vwap_reversion,1w,EOSE,2024-04-01 00:00:00+00:00,2024-04-08 00:00:00+00:00,0.0,,0.0010060232471302832
ht2.vwap_reversion,5w,EOSE,2024-04-01 00:00:00+00:00,2024-05-06 00:00:00+00:00,0.0,,-0.26559355521491756
ht2.vwap_reversion,1d,EOSE,2024-05-06 00:00:00+00:00,2024-05-07 00:00:00+00:00,0.0,,-0.09452055331398546
ht2.vwap_reversion,1w,EOSE,2024-05-06 00:00:00+00:00,2024-05-13 00:00:00+00:00,0.0,,-0.01369861671503625
ht2.vwap_reversion,5w,EOSE,2024-05-06 00:00:00+00:00,2024-06-11 00:00:00+00:00,0.0,,0.2191780307409723
ht2.vwap_reversion,1d,EOSE,2024-06-11 00:00:00+00:00,2024-06-12 00:00:00+00:00,-1.0,0.0,0.03370790053551742
ht2.vwap_reversion,1w,EOSE,2024-06-11 00:00:00+00:00,2024-06-18 00:00:00+00:00,-1.0,1.0,-0.11460674127203818
ht2.vwap_reversion,5w,EOSE,2024-06-11 00:00:00+00:00,2024-07-18 00:00:00+00:00,-1.0,0.0,1.0898876901137058
ht2.vwap_reversion,1d,EOSE,2024-07-18 00:00:00+00:00,2024-07-19 00:00:00+00:00,0.0,,0.02150535566956502
